complaint_id,customer_id,state_id,category_id,complaint_date,status,resolution_date,description,priority_level
3240,4955,34,7,2025-05-28,Resolved,2024-11-15,Complaint description 122,Medium
3241,4409,8,6,2025-11-20,Resolved,2023-02-10,Complaint description 123,High
3242,5029,1,5,2024-06-07,Open,,Complaint description 124,High
3243,4794,10,8,2025-06-15,Resolved,2024-10-14,Complaint description 125,High
3244,4720,33,1,2024-08-31,Open,,Complaint description 126,High
3245,4803,30,8,2024-05-23,In Progress,,Complaint description 127,Low
3246,4981,32,2,2023-11-08,Open,,Complaint description 128,High
3247,5026,19,4,2024-07-24,Resolved,2025-08-19,Complaint description 129,High
3248,4931,25,11,2024-04-11,In Progress,,Complaint description 130,High
3249,4257,25,1,2024-01-23,Resolved,2025-05-12,Complaint description 131,Medium
3250,4551,3,5,2024-04-09,Resolved,2023-02-16,Complaint description 132,Low
3251,3179,17,3,2024-09-26,Resolved,2023-09-05,Complaint description 133,Low
3252,3795,23,9,2023-05-17,Open,,Complaint description 134,Low
3253,3281,22,9,2025-12-03,In Progress,,Complaint description 135,Low
3254,4414,11,7,2024-10-13,Open,,Complaint description 136,Low
3255,4237,5,6,2024-08-12,Open,,Complaint description 137,Medium
3256,3326,32,2,2025-06-26,Resolved,2023-07-30,Complaint description 138,Medium
3257,3961,10,4,2024-10-22,In Progress,,Complaint description 139,High
3258,4061,26,10,2024-05-07,In Progress,,Complaint description 140,Medium
3259,3435,6,10,2023-10-31,Resolved,2025-01-05,Complaint description 141,Low
3260,3203,33,4,2024-10-31,Resolved,2025-05-16,Complaint description 142,Medium
3261,3251,31,9,2025-08-24,Resolved,2024-07-15,Complaint description 143,Medium
3262,3568,25,7,2024-06-28,In Progress,,Complaint description 144,Medium
3263,4971,18,6,2024-09-12,In Progress,,Complaint description 145,Low
3264,3344,17,6,2024-08-20,Open,,Complaint description 146,Medium
3265,3864,22,9,2023-11-08,In Progress,,Complaint description 147,Low
3266,4046,14,10,2024-05-14,Resolved,2025-02-04,Complaint description 148,Low
3267,4146,13,11,2024-09-12,Resolved,2025-01-15,Complaint description 149,High
3268,4749,17,2,2024-05-28,In Progress,,Complaint description 150,Medium
3269,3098,29,6,2025-08-17,In Progress,,Complaint description 151,Low
3270,4362,10,5,2025-10-01,Open,,Complaint description 152,High
3271,3311,12,7,2024-03-30,In Progress,,Complaint description 153,Low
3272,4916,16,3,2024-10-02,Open,,Complaint description 154,High
3273,3763,29,2,2025-01-22,Resolved,2025-01-14,Complaint description 155,Medium
3274,3104,17,4,2024-11-08,Open,,Complaint description 156,Medium
3275,4393,24,5,2023-02-09,Open,,Complaint description 157,High
3276,3905,30,2,2023-10-20,In Progress,,Complaint description 158,High
3277,3613,4,5,2025-06-30,Open,,Complaint description 159,Medium
3278,4347,33,9,2025-02-18,Open,,Complaint description 160,Low
3279,4379,5,5,2024-04-16,Resolved,2024-02-20,Complaint description 161,High
3280,4405,20,6,2025-02-12,Resolved,2023-01-03,Complaint description 162,High
3281,3569,28,1,2025-01-09,In Progress,,Complaint description 163,High
3282,4517,18,3,2025-06-17,Resolved,2025-02-09,Complaint description 164,Low
3283,3234,21,12,2024-05-07,Resolved,2023-06-19,Complaint description 165,High
3284,3164,21,3,2023-06-13,Resolved,2023-04-28,Complaint description 166,Low
3285,3358,15,7,2023-07-19,In Progress,,Complaint description 167,Medium
3286,4697,22,10,2023-11-05,Open,,Complaint description 168,High
3287,4867,24,8,2023-07-30,Open,,Complaint description 169,High
3288,4952,11,9,2024-07-16,Open,,Complaint description 170,High
3289,4841,5,8,2023-11-28,In Progress,,Complaint description 171,High
3290,3807,13,6,2023-07-07,Open,,Complaint description 172,Low
3291,4450,8,10,2024-11-05,Resolved,2023-05-11,Complaint description 173,Medium
3292,4532,19,12,2025-11-26,Resolved,2023-02-18,Complaint description 174,Low
3293,4794,23,8,2023-04-10,Resolved,2024-05-06,Complaint description 175,Low
3294,4658,27,4,2024-03-16,In Progress,,Complaint description 176,Medium
3295,3979,1,3,2023-10-28,In Progress,,Complaint description 177,Medium
3296,3994,33,1,2023-11-28,In Progress,,Complaint description 178,Low
3297,4381,19,12,2025-05-01,In Progress,,Complaint description 179,Low
3298,3529,10,5,2023-01-06,Resolved,2023-04-27,Complaint description 180,High
3299,4096,9,4,2025-03-17,In Progress,,Complaint description 181,Low
3300,3110,30,12,2024-11-04,Open,,Complaint description 182,Low
3301,3164,29,1,2024-05-01,Resolved,2023-02-26,Complaint description 183,Medium
3302,3501,11,11,2024-05-19,Open,,Complaint description 184,Medium
3303,3976,9,5,2024-03-23,Open,,Complaint description 185,Low
3304,3193,18,12,2023-12-31,Resolved,2023-12-06,Complaint description 186,Medium
3305,3051,10,9,2025-10-21,Resolved,2025-08-09,Complaint description 187,Medium
3306,3342,26,2,2024-05-22,Resolved,2023-11-15,Complaint description 188,Medium
3307,3518,26,9,2024-11-21,Resolved,2023-11-06,Complaint description 189,Medium
3308,4647,17,2,2025-08-17,Open,,Complaint description 190,Low
3309,4696,28,10,2024-10-21,In Progress,,Complaint description 191,High
3310,3171,27,9,2024-05-03,In Progress,,Complaint description 192,Medium
3311,4614,1,11,2025-11-03,In Progress,,Complaint description 193,High
3312,4613,1,2,2025-09-07,Resolved,2025-09-26,Complaint description 194,Low
3313,3076,17,7,2024-07-06,Resolved,2025-06-09,Complaint description 195,Low
3314,4296,21,2,2024-10-19,Resolved,2023-03-19,Complaint description 196,Medium
3315,5021,19,11,2024-10-27,Resolved,2025-06-20,Complaint description 197,Medium
3316,4645,21,8,2023-08-09,Open,,Complaint description 198,Medium
3317,4368,7,10,2024-09-19,In Progress,,Complaint description 199,Medium
3318,3225,23,8,2023-05-31,Open,,Complaint description 200,Medium
3319,4181,9,11,2025-09-22,Open,,Complaint description 201,High
3320,4901,8,1,2023-06-28,Open,,Complaint description 202,Medium
3321,3549,10,6,2024-07-08,Resolved,2024-07-21,Complaint description 203,High
3322,4439,8,6,2025-05-16,Open,,Complaint description 204,Low
3323,4488,7,8,2024-01-09,Open,,Complaint description 205,Low
3324,5030,23,4,2023-12-18,In Progress,,Complaint description 206,Low
3325,4066,19,4,2025-11-25,In Progress,,Complaint description 207,Medium
3326,4293,2,5,2024-10-24,In Progress,,Complaint description 208,Low
3327,3999,15,11,2023-07-09,Resolved,2024-09-19,Complaint description 209,Low
3328,3231,15,10,2023-08-27,Open,,Complaint description 210,High
3329,4750,27,1,2025-01-30,In Progress,,Complaint description 211,Low
3330,4957,23,1,2025-10-18,Resolved,2025-08-31,Complaint description 212,High
3331,4902,25,7,2025-01-13,Resolved,2024-02-03,Complaint description 213,Medium
3332,3651,22,2,2024-07-07,Resolved,2024-11-01,Complaint description 214,High
3333,3320,3,2,2023-01-30,In Progress,,Complaint description 215,Low
3334,4042,2,6,2025-02-28,In Progress,,Complaint description 216,Low
3335,3615,8,9,2023-03-09,In Progress,,Complaint description 217,Low
3336,3863,30,4,2023-03-16,In Progress,,Complaint description 218,Medium
3337,4883,3,12,2024-07-26,In Progress,,Complaint description 219,High
3338,3713,14,3,2025-09-02,Resolved,2023-06-14,Complaint description 220,High
3339,3682,20,3,2023-12-07,Resolved,2023-09-05,Complaint description 221,High
3340,4996,17,6,2024-02-10,In Progress,,Complaint description 222,Medium
3341,3164,33,4,2024-06-19,Open,,Complaint description 223,High
3342,3415,2,3,2025-11-28,Open,,Complaint description 224,Medium
3343,4960,34,5,2025-04-03,Open,,Complaint description 225,Low
3344,3132,7,7,2024-03-09,In Progress,,Complaint description 226,Medium
3345,3825,27,1,2023-02-20,Open,,Complaint description 227,High
3346,4383,24,12,2025-07-11,Open,,Complaint description 228,Low
3347,3973,6,3,2025-07-05,In Progress,,Complaint description 229,Low
3348,4993,10,9,2024-06-16,In Progress,,Complaint description 230,Medium
3349,3263,13,11,2024-09-15,Resolved,2024-01-30,Complaint description 231,High
3350,4583,1,10,2023-07-26,Resolved,2023-08-31,Complaint description 232,High
3351,3714,31,7,2023-09-23,In Progress,,Complaint description 233,Low
3352,4172,8,9,2025-07-20,Open,,Complaint description 234,Medium
3353,4807,11,3,2025-01-24,In Progress,,Complaint description 235,High
3354,4341,16,5,2024-05-09,Open,,Complaint description 236,Medium
3355,4610,26,5,2024-02-18,Resolved,2024-12-29,Complaint description 237,High
3356,4523,25,2,2025-08-24,Resolved,2024-07-22,Complaint description 238,Medium
3357,3855,8,9,2024-05-28,Resolved,2023-09-13,Complaint description 239,High
3358,4293,23,1,2024-12-27,Resolved,2024-04-30,Complaint description 240,High
3359,3313,21,7,2023-09-28,Open,,Complaint description 241,Medium
3360,4360,9,10,2025-12-20,Open,,Complaint description 242,Medium
3361,3272,23,1,2023-01-07,Open,,Complaint description 243,High
3362,4015,18,9,2025-10-18,Open,,Complaint description 244,Medium
3363,3123,25,11,2024-12-08,Resolved,2024-03-01,Complaint description 245,Medium
3364,4862,9,2,2024-06-10,Open,,Complaint description 246,Low
3365,4682,4,4,2023-06-15,Resolved,2025-10-17,Complaint description 247,Medium
3366,3492,15,1,2024-12-15,Open,,Complaint description 248,Low
3367,3241,30,5,2023-04-14,In Progress,,Complaint description 249,Low
3368,4961,28,2,2023-01-24,Resolved,2025-02-23,Complaint description 250,Medium
3369,4964,12,3,2023-02-22,Open,,Complaint description 251,Low
3370,4839,5,4,2025-04-11,Resolved,2025-01-20,Complaint description 252,Medium
3371,3278,19,5,2023-03-02,Open,,Complaint description 253,Medium
3372,3076,30,11,2024-08-15,In Progress,,Complaint description 254,Medium
3373,3773,17,1,2024-02-22,In Progress,,Complaint description 255,Low
3374,4438,15,10,2024-10-02,Open,,Complaint description 256,Low
3375,4790,29,4,2023-04-20,Open,,Complaint description 257,High
3376,4497,19,11,2025-09-27,Resolved,2024-08-14,Complaint description 258,Low
3377,3141,20,10,2023-04-08,Resolved,2023-01-21,Complaint description 259,Medium
3378,4065,14,1,2024-11-28,Resolved,2025-03-20,Complaint description 260,High
3379,3346,30,1,2023-04-17,Resolved,2025-01-21,Complaint description 261,Low
3380,3111,13,8,2025-10-04,Open,,Complaint description 262,Low
3381,5028,7,10,2024-05-20,In Progress,,Complaint description 263,High
3382,3978,23,2,2024-12-06,Open,,Complaint description 264,Medium
3383,4392,9,5,2023-03-08,Resolved,2023-11-27,Complaint description 265,High
3384,3646,18,1,2025-06-23,Resolved,2023-01-18,Complaint description 266,Medium
3385,3740,2,11,2024-08-12,Open,,Complaint description 267,Low
3386,3717,34,1,2023-12-05,In Progress,,Complaint description 268,Medium
3387,3522,20,9,2023-07-25,Resolved,2025-05-04,Complaint description 269,Low
3388,3231,10,5,2025-03-15,In Progress,,Complaint description 270,High
3389,4611,8,9,2023-08-13,Open,,Complaint description 271,High
3390,4633,25,3,2024-07-19,Open,,Complaint description 272,Low
3391,4401,34,6,2025-05-16,In Progress,,Complaint description 273,Low
3392,4030,14,12,2023-08-18,In Progress,,Complaint description 274,Low
3393,3936,7,1,2023-09-26,Resolved,2024-05-02,Complaint description 275,Low
3394,4256,29,1,2024-05-21,In Progress,,Complaint description 276,Low
3395,4729,27,1,2025-06-24,Open,,Complaint description 277,Medium
3396,4147,6,2,2023-07-18,Open,,Complaint description 278,Low
3397,3734,2,12,2023-04-21,In Progress,,Complaint description 279,Low
3398,3566,11,1,2024-02-28,Resolved,2024-04-17,Complaint description 280,Medium
3399,4886,24,11,2024-06-21,Resolved,2023-09-17,Complaint description 281,Medium
3400,3955,6,10,2023-08-25,In Progress,,Complaint description 282,High
3401,3192,33,2,2023-03-24,Resolved,2023-03-16,Complaint description 283,Medium
3402,4078,1,2,2023-06-02,In Progress,,Complaint description 284,Medium
3403,3888,25,3,2025-03-28,Resolved,2023-03-21,Complaint description 285,Medium
3404,4054,5,5,2024-03-23,Resolved,2025-12-28,Complaint description 286,High
3405,3317,22,6,2024-09-16,Resolved,2023-07-19,Complaint description 287,Medium
3406,4773,15,4,2023-05-31,Resolved,2025-02-17,Complaint description 288,Low
3407,3522,17,2,2023-01-19,Resolved,2023-07-10,Complaint description 289,High
3408,4646,14,1,2023-04-08,Resolved,2025-06-01,Complaint description 290,Low
3409,3540,11,10,2025-06-30,In Progress,,Complaint description 291,High
3410,4795,14,7,2023-08-29,Open,,Complaint description 292,High
3411,4027,27,4,2023-01-14,Resolved,2024-12-13,Complaint description 293,Medium
3412,3679,18,4,2024-07-08,Open,,Complaint description 294,Low
3413,4058,25,3,2023-02-28,Open,,Complaint description 295,Medium
3414,3310,10,11,2023-09-25,In Progress,,Complaint description 296,High
3415,4756,10,10,2024-02-11,In Progress,,Complaint description 297,Medium
3416,4724,19,4,2023-06-22,Open,,Complaint description 298,Medium
3417,3821,32,12,2025-12-05,Open,,Complaint description 299,Medium
3418,4066,19,8,2024-06-24,Open,,Complaint description 300,High
3419,3179,8,10,2025-07-19,Resolved,2025-07-22,Complaint description 301,Low
3420,3334,26,9,2024-09-20,In Progress,,Complaint description 302,Medium
3421,3543,29,8,2025-09-30,In Progress,,Complaint description 303,Low
3422,3908,5,4,2024-03-18,Open,,Complaint description 304,Low
3423,3453,31,3,2023-02-02,In Progress,,Complaint description 305,Medium
3424,4763,3,2,2023-07-18,In Progress,,Complaint description 306,Low
3425,3187,34,3,2023-09-27,In Progress,,Complaint description 307,Low
3426,4702,4,1,2023-01-07,Open,,Complaint description 308,Low
3427,3661,19,6,2025-05-22,In Progress,,Complaint description 309,Medium
3428,3662,30,10,2025-07-10,Resolved,2025-07-24,Complaint description 310,High
3429,4887,27,8,2025-07-13,In Progress,,Complaint description 311,Medium
3430,4030,5,12,2023-01-26,Open,,Complaint description 312,Low
3431,3486,30,3,2023-01-02,In Progress,,Complaint description 313,High
3432,3762,14,6,2025-11-04,Resolved,2024-10-05,Complaint description 314,Medium
3433,4395,9,9,2023-01-11,In Progress,,Complaint description 315,High
3434,4625,33,6,2023-07-15,In Progress,,Complaint description 316,Low
3435,3791,15,10,2023-07-12,Resolved,2025-09-15,Complaint description 317,High
3436,3062,32,12,2025-06-07,Open,,Complaint description 318,Medium
3437,3674,31,9,2024-02-24,Open,,Complaint description 319,High
3438,4388,4,10,2025-06-26,In Progress,,Complaint description 320,Low
3439,4950,26,7,2024-01-06,In Progress,,Complaint description 321,Medium
3440,5016,23,5,2023-01-24,Resolved,2025-01-08,Complaint description 322,High
3441,4006,17,10,2023-02-02,Resolved,2023-06-01,Complaint description 323,Low
3442,3257,16,3,2024-01-17,In Progress,,Complaint description 324,High
3443,4696,34,9,2024-01-26,Resolved,2024-01-05,Complaint description 325,High
3444,3950,30,9,2024-12-21,Open,,Complaint description 326,High
3445,4345,22,1,2025-01-01,Resolved,2025-12-14,Complaint description 327,Low
3446,4030,29,11,2023-06-10,Resolved,2024-10-23,Complaint description 328,High
3447,4062,17,10,2025-10-23,Resolved,2024-05-24,Complaint description 329,Medium
3448,3432,10,7,2025-06-09,Resolved,2024-05-23,Complaint description 330,Medium
3449,4420,20,6,2023-04-22,In Progress,,Complaint description 331,Medium
3450,4583,7,6,2023-08-17,Open,,Complaint description 332,Medium
3451,3840,20,8,2024-04-11,Resolved,2023-07-02,Complaint description 333,High
3452,4390,24,4,2025-10-30,In Progress,,Complaint description 334,Medium
3453,4924,10,12,2024-11-04,Resolved,2025-11-09,Complaint description 335,High
3454,4127,14,6,2024-11-15,Resolved,2024-03-09,Complaint description 336,Medium
3455,3676,9,7,2023-11-07,In Progress,,Complaint description 337,High
3456,4161,10,11,2023-01-07,Resolved,2024-03-17,Complaint description 338,Medium
3457,3322,30,8,2023-08-07,In Progress,,Complaint description 339,High
3458,3923,4,9,2025-04-04,Resolved,2025-04-14,Complaint description 340,High
3459,3968,34,9,2025-07-06,In Progress,,Complaint description 341,Medium
3460,3719,14,5,2023-05-20,Open,,Complaint description 342,Low
3461,3795,20,11,2025-07-01,Open,,Complaint description 343,Low
3462,3993,24,2,2024-05-29,Resolved,2025-03-22,Complaint description 344,Medium
3463,3249,6,6,2025-01-02,Resolved,2023-03-21,Complaint description 345,Medium
3464,4994,31,12,2025-06-12,In Progress,,Complaint description 346,Low
3465,3496,6,5,2025-07-06,Resolved,2025-05-09,Complaint description 347,High
3466,3419,17,3,2024-07-21,Open,,Complaint description 348,Low
3467,4531,26,2,2024-09-08,Open,,Complaint description 349,High
3468,3994,28,7,2023-07-06,Open,,Complaint description 350,Low
3469,4243,28,2,2024-11-02,Resolved,2025-05-14,Complaint description 351,Low
3470,4682,16,2,2025-07-09,Resolved,2024-08-18,Complaint description 352,Medium
3471,3823,34,10,2023-09-20,Resolved,2024-10-08,Complaint description 353,Low
3472,3833,18,7,2023-05-14,In Progress,,Complaint description 354,Low
3473,3291,28,5,2025-12-27,Resolved,2023-05-22,Complaint description 355,Low
3474,3850,11,7,2024-09-04,Resolved,2024-08-22,Complaint description 356,Low
3475,3824,4,4,2023-05-24,Resolved,2023-04-12,Complaint description 357,Low
3476,4986,28,10,2025-07-10,In Progress,,Complaint description 358,Medium
3477,4138,4,9,2025-12-25,In Progress,,Complaint description 359,Medium
3478,4090,10,3,2023-06-12,In Progress,,Complaint description 360,Medium
3479,3812,10,4,2025-01-18,In Progress,,Complaint description 361,Medium
3480,3653,17,7,2025-05-22,Open,,Complaint description 362,Medium
3481,4344,32,11,2025-06-09,Resolved,2025-12-27,Complaint description 363,Medium
3482,3623,9,4,2025-06-25,Resolved,2024-04-29,Complaint description 364,Low
3483,4408,6,6,2024-10-23,Resolved,2023-03-22,Complaint description 365,High
3484,3487,14,2,2024-09-14,In Progress,,Complaint description 366,Medium
3485,4083,30,8,2023-06-17,Resolved,2023-11-02,Complaint description 367,High
3486,3867,16,1,2024-05-19,Resolved,2025-01-31,Complaint description 368,High
3487,4253,22,4,2023-02-14,In Progress,,Complaint description 369,High
3488,3039,29,10,2025-05-26,Open,,Complaint description 370,High
3489,4415,18,4,2025-11-08,Open,,Complaint description 371,High
3490,3407,7,11,2024-12-18,In Progress,,Complaint description 372,Low
3491,4073,5,10,2024-02-17,In Progress,,Complaint description 373,Medium
3492,3574,27,3,2024-06-11,Open,,Complaint description 374,Low
3493,3961,12,11,2025-03-21,Resolved,2024-05-21,Complaint description 375,Medium
3494,3419,29,4,2025-08-23,Resolved,2025-09-25,Complaint description 376,Low
3495,4552,12,3,2023-03-26,Resolved,2024-01-04,Complaint description 377,High
3496,3878,24,12,2023-03-12,Resolved,2024-07-09,Complaint description 378,High
3497,3497,18,10,2024-02-13,Resolved,2023-09-28,Complaint description 379,Medium
3498,3732,12,2,2025-11-14,Open,,Complaint description 380,Low
3499,3937,21,3,2025-10-27,Resolved,2024-07-21,Complaint description 381,High
3500,3650,30,8,2023-08-29,In Progress,,Complaint description 382,High
3501,3395,16,12,2023-02-13,In Progress,,Complaint description 383,Medium
3502,4203,29,10,2024-12-24,Open,,Complaint description 384,Low
3503,4768,27,5,2024-12-28,Resolved,2024-05-10,Complaint description 385,High
3504,3829,21,10,2023-05-30,In Progress,,Complaint description 386,High
3505,3563,3,4,2024-11-20,Open,,Complaint description 387,High
3506,4148,30,7,2024-10-03,Open,,Complaint description 388,Medium
3507,4562,31,8,2023-03-09,Resolved,2025-02-05,Complaint description 389,Low
3508,4056,7,8,2023-11-01,Resolved,2025-01-21,Complaint description 390,Low
3509,4272,31,9,2023-10-15,In Progress,,Complaint description 391,Medium
3510,3441,11,3,2024-03-03,Resolved,2024-05-25,Complaint description 392,High
3511,3101,32,10,2024-09-07,In Progress,,Complaint description 393,High
3512,4416,33,10,2025-08-20,Open,,Complaint description 394,Medium
3513,4313,13,9,2023-07-18,Open,,Complaint description 395,Medium
3514,3585,9,3,2023-03-06,Resolved,2025-05-01,Complaint description 396,Medium
3515,3587,24,11,2024-09-20,In Progress,,Complaint description 397,High
3516,4007,1,6,2024-11-01,Open,,Complaint description 398,Low
3517,4475,6,2,2024-01-29,Open,,Complaint description 399,Low
3518,3795,1,7,2025-06-27,Open,,Complaint description 400,Medium
3519,4945,16,3,2024-01-16,In Progress,,Complaint description 401,Low
3520,4404,13,7,2024-04-03,Open,,Complaint description 402,Medium
3521,3695,20,8,2024-04-10,In Progress,,Complaint description 403,High
3522,3905,32,10,2025-12-26,Open,,Complaint description 404,High
3523,3416,27,6,2024-01-14,Open,,Complaint description 405,High
3524,3516,34,1,2025-03-24,In Progress,,Complaint description 406,High
3525,4968,31,9,2025-04-27,In Progress,,Complaint description 407,High
3526,4070,30,4,2025-06-23,Open,,Complaint description 408,Low
3527,4208,10,5,2023-05-30,In Progress,,Complaint description 409,Medium
3528,4908,28,4,2025-11-14,Resolved,2023-07-03,Complaint description 410,High
3529,4232,25,2,2023-09-01,In Progress,,Complaint description 411,High
3530,4192,33,7,2023-09-08,Resolved,2024-09-26,Complaint description 412,High
3531,4887,33,4,2025-03-05,Open,,Complaint description 413,Low
3532,4107,13,4,2024-03-06,Open,,Complaint description 414,Medium
3533,4212,13,5,2023-08-17,Resolved,2024-08-30,Complaint description 415,High
3534,3743,34,3,2024-07-11,In Progress,,Complaint description 416,High
3535,3314,2,6,2025-12-21,Open,,Complaint description 417,Low
3536,4243,30,5,2023-07-05,Resolved,2023-01-21,Complaint description 418,High
3537,4166,12,6,2023-04-30,Resolved,2023-10-05,Complaint description 419,Medium
3538,4176,18,2,2024-07-20,Open,,Complaint description 420,High
3539,4570,3,5,2024-12-08,Open,,Complaint description 421,High
3540,4271,26,9,2025-12-11,Open,,Complaint description 422,Low
3541,3826,22,12,2025-09-22,In Progress,,Complaint description 423,Medium
3542,3913,19,8,2024-01-01,Resolved,2025-07-08,Complaint description 424,Medium
3543,3486,19,7,2025-09-25,Open,,Complaint description 425,Medium
3544,3991,6,5,2025-06-18,Open,,Complaint description 426,Low
3545,3036,32,9,2025-12-20,In Progress,,Complaint description 427,Medium
3546,3463,10,5,2024-08-08,In Progress,,Complaint description 428,High
3547,3633,1,6,2024-10-31,Open,,Complaint description 429,Low
3548,3404,8,6,2024-02-21,Resolved,2023-10-05,Complaint description 430,High
3549,3439,6,12,2023-01-11,In Progress,,Complaint description 431,Medium
3550,4098,15,11,2023-03-08,Open,,Complaint description 432,Low
3551,3634,32,5,2024-12-10,Open,,Complaint description 433,High
3552,4051,30,2,2024-01-05,Resolved,2024-12-10,Complaint description 434,Medium
3553,3914,13,3,2025-09-08,Open,,Complaint description 435,Medium
3554,3527,25,3,2025-10-24,In Progress,,Complaint description 436,Medium
3555,3702,13,10,2023-03-15,In Progress,,Complaint description 437,Low
3556,4711,27,9,2023-03-07,Resolved,2023-10-26,Complaint description 438,High
3557,4274,12,7,2025-03-06,In Progress,,Complaint description 439,Medium
3558,3602,30,11,2023-08-25,Resolved,2025-01-24,Complaint description 440,Low
3559,4083,6,7,2023-07-10,Open,,Complaint description 441,Low
3560,3585,15,11,2025-11-16,Open,,Complaint description 442,Low
3561,3515,4,12,2024-08-30,In Progress,,Complaint description 443,Medium
3562,4684,3,11,2025-09-09,Resolved,2025-07-07,Complaint description 444,Medium
3563,4084,4,8,2024-03-08,Resolved,2025-11-03,Complaint description 445,Medium
3564,4353,7,7,2025-07-17,Resolved,2023-02-16,Complaint description 446,Medium
3565,3630,31,8,2023-06-14,In Progress,,Complaint description 447,Medium
3566,4499,6,11,2023-01-07,Open,,Complaint description 448,High
3567,4611,6,6,2023-09-11,In Progress,,Complaint description 449,Low
3568,3556,12,11,2025-09-27,Open,,Complaint description 450,Low
3569,4163,24,4,2025-10-31,Open,,Complaint description 451,High
3570,4414,9,8,2023-08-12,Resolved,2024-05-21,Complaint description 452,High
3571,3232,11,4,2024-09-01,In Progress,,Complaint description 453,Low
3572,3292,19,9,2024-09-04,In Progress,,Complaint description 454,Medium
3573,3884,19,9,2023-12-29,Resolved,2023-12-12,Complaint description 455,High
3574,3766,25,1,2024-02-19,Open,,Complaint description 456,High
3575,3543,20,10,2023-08-12,Open,,Complaint description 457,Low
3576,3992,16,11,2025-01-01,Open,,Complaint description 458,Low
3577,4185,2,9,2025-02-27,In Progress,,Complaint description 459,Low
3578,3261,7,2,2023-01-21,In Progress,,Complaint description 460,High
3579,4845,16,4,2025-09-14,In Progress,,Complaint description 461,Medium
3580,4017,26,7,2023-06-20,Resolved,2024-08-13,Complaint description 462,High
3581,3486,23,11,2025-03-07,In Progress,,Complaint description 463,Medium
3582,4376,16,9,2024-03-24,Open,,Complaint description 464,Low
3583,3578,28,9,2024-11-11,In Progress,,Complaint description 465,High
3584,3202,19,7,2025-06-02,Open,,Complaint description 466,Medium
3585,3472,19,12,2023-04-09,Open,,Complaint description 467,High
3586,3446,9,11,2024-04-18,In Progress,,Complaint description 468,Low
3587,3825,28,6,2025-05-05,Open,,Complaint description 469,High
3588,4279,27,11,2025-05-23,Open,,Complaint description 470,Low
3589,4281,17,11,2024-08-15,Resolved,2024-03-06,Complaint description 471,Low
3590,4857,17,11,2024-12-03,In Progress,,Complaint description 472,High
3591,4191,6,12,2023-05-27,Open,,Complaint description 473,Medium
3592,3761,5,2,2025-06-17,Open,,Complaint description 474,Low
3593,3722,32,12,2024-10-19,In Progress,,Complaint description 475,Medium
3594,3141,16,6,2025-11-23,In Progress,,Complaint description 476,Medium
3595,3836,1,9,2023-07-09,Open,,Complaint description 477,High
3596,4945,22,3,2023-11-23,In Progress,,Complaint description 478,High
3597,3081,29,4,2023-11-25,Resolved,2023-07-24,Complaint description 479,Medium
3598,4949,21,11,2024-11-15,Open,,Complaint description 480,Low
3599,4871,4,12,2024-06-01,In Progress,,Complaint description 481,Medium
3600,4865,10,3,2023-03-15,Resolved,2025-06-03,Complaint description 482,High
3601,3571,17,4,2024-05-24,In Progress,,Complaint description 483,Low
3602,4983,14,5,2023-05-16,Resolved,2023-06-05,Complaint description 484,Low
3603,4797,11,1,2025-06-04,In Progress,,Complaint description 485,Medium
3604,3828,3,6,2025-03-10,In Progress,,Complaint description 486,Medium
3605,4468,33,9,2024-01-11,Open,,Complaint description 487,Medium
3606,4831,2,10,2023-06-17,Open,,Complaint description 488,Low
3607,4337,13,3,2024-05-25,Resolved,2024-07-13,Complaint description 489,Medium
3608,4626,11,12,2023-08-09,Open,,Complaint description 490,High
3609,4268,5,5,2025-11-29,Open,,Complaint description 491,Low
3610,3320,11,3,2024-03-05,Open,,Complaint description 492,Low
3611,3248,14,11,2024-03-27,In Progress,,Complaint description 493,High
3612,3161,5,11,2023-01-31,In Progress,,Complaint description 494,Medium
3613,4956,14,10,2025-07-04,Resolved,2023-04-11,Complaint description 495,Low
3614,4922,6,6,2024-01-17,Open,,Complaint description 496,Medium
3615,3766,7,7,2023-04-11,Resolved,2023-08-08,Complaint description 497,High
3616,3984,33,10,2024-10-15,Resolved,2025-04-06,Complaint description 498,High
3617,3276,25,10,2023-07-06,Open,,Complaint description 499,Medium
3618,4809,28,5,2025-11-17,Resolved,2023-11-18,Complaint description 500,Low
3619,3873,10,6,2024-10-14,In Progress,,Complaint description 501,High
3620,4912,25,4,2024-06-21,In Progress,,Complaint description 502,Low
3621,3506,13,12,2023-01-06,Resolved,2025-05-07,Complaint description 503,Low
3622,4840,1,4,2025-09-12,Open,,Complaint description 504,Low
3623,4807,22,2,2023-12-12,In Progress,,Complaint description 505,Medium
3624,3235,28,11,2025-03-25,Open,,Complaint description 506,Low
3625,3222,25,11,2024-03-16,In Progress,,Complaint description 507,Medium
3626,4634,29,9,2024-07-15,Resolved,2025-08-10,Complaint description 508,Low
3627,3765,26,6,2025-02-18,Resolved,2024-11-30,Complaint description 509,Medium
3628,3194,12,5,2024-03-19,In Progress,,Complaint description 510,High
3629,4938,6,7,2023-02-11,Open,,Complaint description 511,Medium
3630,4339,12,8,2025-01-08,Open,,Complaint description 512,Medium
3631,3946,15,1,2023-04-20,Resolved,2023-02-24,Complaint description 513,Low
3632,4304,27,9,2023-04-08,Resolved,2025-05-08,Complaint description 514,Medium
